company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
Intercept Pharmaceuticals,OBETICHOLIC ACID,,09/19/2025,New,ORAL,Obeticholic Acid Tablet,"1798364, 1798370, 1798373, 1798375",,cdfbe0cd-eb15-45a1-ac17-531bcda21aec,09/19/2025,HUMAN PRESCRIPTION DRUG,09/19/2025,Gastroenterology,OCALIVA,"69516-010, 69516-005",Intercept Pharmaceuticals Inc,44a7331c-fc85-4906-948e-01bbba5e7e61,"69516-005-30, 69516-010-30","Ocaliva, Tablet, 10 mg (NDC 69516-010-30)",Tablet,,"N0000192561, N0000192560",NDA207999,,OBETICHOLIC ACID,Farnesoid X Receptor Agonist [EPC],,To Be Discontinued,,"Business decision. Products will not be available after November 14, 2025.",,0462Z4S4OZ,69516-010-30,1-844-782-4278,Farnesoid X Receptor Agonists [MoA]
Eli Lilly and Co.,,,10/29/2024,New,"INTRAMUSCULAR, SUBCUTANEOUS",Somatropin Injection,"582969, 582971, 582974, 582976, 729232, 729234",,a774e1ae-3997-49ee-8b0e-99a2b315d409,10/29/2024,HUMAN PRESCRIPTION DRUG,10/29/2024,Endocrinology/Metabolism,HUMATROPE,"0002-8147, 0002-8148, 0002-8149",Eli Lilly and Company,aa99e905-657f-4561-8c02-d7c0409c44e3,"0002-8147-01, 0002-7554-01, 0002-7618-01, 0002-8148-01, 0002-7555-01, 0002-7619-01, 0002-8149-01, 0002-7556-01","Humatrope, Injection, Humatrope Kit 6 mg (0002-8147-01): 1 TRAY in 1 CARTON (0002-8147-01) / 1 KIT in 1 TRAY * 2.88 mL in 1 CARTRIDGE (0002-7554-01) * 2.88 mL in 1 SYRINGE (0002-7618-01) (NDC 0002-8147-01)",Injection,,,BLA019640,,SOMATROPIN,,,To Be Discontinued,,Business decision to discontinue. Discontinuation includes the associated HumatroPen injection device.,,,0002-8147-01,800-545-5979,
"Teva Pharmaceuticals USA, Inc.",URSODIOL,,03/28/2025,New,ORAL,Ursodiol Tablet,"858733, 858751",,0a7c1ae6-4878-43e7-9026-073f74af64c0,03/28/2025,HUMAN PRESCRIPTION DRUG,03/28/2025,Other,URSODIOL,"0591-2998, 0591-3005","Actavis Pharma, Inc.",3ca902a9-d8c3-4c4b-a49f-efc62cf2028a,"0591-2998-01, 0591-3005-01","Ursodiol, Tablet, 250 mg (NDC 0591-2998-01)",Tablet,,"N0000175802, M0002475",NDA020675,Bile Acids and Salts [CS],URSODIOL,Bile Acid [EPC],,To Be Discontinued,,A business decision was made to discontinue manufacture of the drug.,,724L30Y2QR,0591-2998-01,800-545-8800,
Sagent Pharmaceuticals,BUMETANIDE,Increased Diuresis at Loop of Henle [PE],01/31/2018,New,"INTRAMUSCULAR, INTRAVENOUS",Bumetanide Injection,"282486, 1727569",,c38a404d-a919-4a2c-9fbb-d0655dee9516,08/25/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,BUMETANIDE,25021-321,Sagent Pharmaceuticals,befc1cf3-b71c-4228-bc42-3495b1d4b00d,"25021-321-04, 25021-321-10","Bumetanide, Injection, .25 mg/1 mL (NDC 25021-321-04)",Injection,Available,"N0000175366, N0000175590",ANDA074441,,BUMETANIDE,Loop Diuretic [EPC],,Current,,,,0Y2S3XUQ5H,25021-321-04,866-625-1618,
Strides Pharma Inc.,DONEPEZIL HYDROCHLORIDE,,01/28/2025,New,ORAL,Donepezil Hydrochloride Tablet,"997223, 997229",,297e86e8-d248-4cc9-9d9c-2ef9efb4414d,01/28/2025,HUMAN PRESCRIPTION DRUG,01/28/2025,Neurology,DONEPEZIL HYDROCHLORIDE,"71093-127, 71093-128","ACI Healthcare USA, Inc.",a4736add-da84-411f-8e6f-9de67bf467f8,"71093-127-01, 71093-127-03, 71093-127-05, 71093-127-06, 71093-128-01, 71093-128-03, 71093-128-05, 71093-128-06","Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-06)",Tablet,,,ANDA078662,,DONEPEZIL HYDROCHLORIDE,,,To Be Discontinued,,Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug,,3O2T2PJ89D,71093-127-06,877-244-9825,
"Avet Pharmaceuticals, Inc.",FUROSEMIDE,Increased Diuresis at Loop of Henle [PE],04/07/2020,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Furosemide Injection,"1719286, 1719290, 1719291",,7d0db0f7-bf4f-4b0b-9359-2a838626e04b,09/15/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,FUROSEMIDE,83634-302,Avenacy Inc.,1b3f2803-b618-4447-b5ac-cd2bdc7de3e8,"83634-302-42, 83634-302-02, 83634-302-43, 83634-302-04, 83634-302-41, 83634-302-10","Furosemide, Injection, 10 mg/1 mL; 4mL vial (NDC 83634-302-04)",Injection,Available,"N0000175366, N0000175590",ANDA203428,,FUROSEMIDE,Loop Diuretic [EPC],,Current,,Distributed by Avenacy; Contact information: 877-283-6229,,7LXU5N7ZO5,83634-302-04,855-228-9470,
B. Braun Medical Inc.,"DEXTROSE MONOHYDRATE, LIDOCAINE HYDROCHLORIDE ANHYDROUS",,10/25/2017,Reverified,INTRAVENOUS,Lidocaine Hydrochloride Injection,"1737723, 1737742, 1737744",,7dff29d9-522d-40eb-a9d9-42377912d640,09/16/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,LIDOCAINE HYDROCHLORIDE AND DEXTROSE,"0264-9594, 0264-9598",B. Braun Medical Inc.,26f23356-9e1f-4c5f-9959-06d53037a715,"0264-9598-20, 0264-9594-20, 0264-9594-10","Lidocaine Hydrochloride And Dextrose, Injection, 5 g/100 mL; .4 g/100 mL (NDC 0264-9594-20)",Injection,Available,,NDA019830,,LIDOCAINE HYDROCHLORIDE ANHYDROUS AND DEXTROSE MONOHYDRATE,,,Current,,,,"LX22YL083G, EC2CNF7XFP",0264-9594-20,800-227-2862,
Pfizer Inc.,RAMIPRIL,,01/30/2025,New,ORAL,Ramipril Capsule,"104384, 104385, 198188, 198189, 260333, 261962, 845488, 845489",,0fc34cd8-86e6-4034-73bd-4263a68ba046,01/30/2025,HUMAN PRESCRIPTION DRUG,01/30/2025,Cardiovascular,ALTACE,"61570-120, 61570-110, 61570-111, 61570-112",Pfizer Laboratories Div Pfizer Inc,73b079d2-930b-4f37-990f-acfcde1ceddd,"61570-110-01, 61570-111-01, 61570-112-01, 61570-120-01","Altace, Capsule, 10 mg (NDC 61570-120-01)",Capsule,,"N0000175562, N0000000181",NDA019901,,RAMIPRIL,Angiotensin Converting Enzyme Inhibitor [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,L35JN3I7SJ,61570-120-01,844-646-4398,Angiotensin-converting Enzyme Inhibitors [MoA]
Merck Sharp & Dohme LLC,BEZLOTOXUMAB,,12/23/2024,New,INTRAVENOUS,Bezlotoxumab Injection,"1855052, 1855057",,8f479bfe-2bfa-4cc5-9aee-1357364480b0,12/23/2024,HUMAN PRESCRIPTION DRUG,12/23/2024,Anti-Infective,ZINPLAVA,0006-3025,Merck Sharp & Dohme LLC,11479917-fedd-4f25-bfdd-bc8c97c93773,"0006-3025-01, 0006-3025-00","Zinplava, Injection, 25 mg/1 mL (NDC 0006-3025-00)",Injection,,,BLA761046,,BEZLOTOXUMAB,,,To Be Discontinued,,"To be discontinued on January 31, 2025",,4H5YMK1H2E,0006-3025-00,800-672-6372,
"Teva Pharmaceuticals USA, Inc.",CELECOXIB,,08/15/2025,New,ORAL,Celecoxib Capsule,"205322, 205323, 349514, 686379",,05224473-27dc-4f6d-a52a-c40a7af2f2f4,08/15/2025,HUMAN PRESCRIPTION DRUG,08/15/2025,Analgesia/Addiction,CELECOXIB,"0591-3983, 0591-3982, 0591-3984, 0591-3985","Actavis Pharma, Inc.",64c601bc-9b67-400f-9e30-e26de56f2f8b,"0591-3982-60, 0591-3983-01, 0591-3983-05, 0591-3984-01, 0591-3984-05, 0591-3985-60","Celecoxib, Capsule, 100 mg (NDC 0591-3983-01)",Capsule,,"N0000000160, M0001335, N0000175722",ANDA200562,"Anti-Inflammatory Agents, Non-Steroidal [CS]",CELECOXIB,Nonsteroidal Anti-inflammatory Drug [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,JCX84Q7J1L,0591-3983-01,800-545-8800,Cyclooxygenase Inhibitors [MoA]
"EMD Serono, Inc.",LEVOTHYROXINE SODIUM,,07/10/2025,New,ORAL,Levothyroxine Sodium Tablet,"892246, 892251, 966153, 966160, 966166, 966173, 966177, 966182, 966187, 966196, 966202, 966207, 966220, 966221, 966222, 966224, 966225, 966248, 966249, 966253, 966270, 2104866",,bc3c6830-ba68-4ba3-9896-a12d0ad0b275,07/10/2025,HUMAN PRESCRIPTION DRUG,07/10/2025,Endocrinology/Metabolism,EUTHYROX,"72305-100, 72305-025, 72305-050, 72305-075, 72305-088, 72305-112, 72305-125, 72305-137, 72305-150, 72305-175, 72305-200","Provell Pharmaceuticals, LLC",45657074-8874-49f4-a8ef-3ca7e210c16e,"72305-025-30, 72305-025-90, 72305-050-30, 72305-050-90, 72305-075-30, 72305-075-90, 72305-088-30, 72305-088-90, 72305-100-30, 72305-100-90, 72305-112-30, 72305-112-90, 72305-125-30, 72305-125-90, 72305-137-30, 72305-137-90, 72305-150-30, 72305-150-90, 72305-175-30, 72305-175-90, 72305-200-30, 72305-200-90","Euthyrox, Tablet, 100 ug (NDC 72305-100-90)",Tablet,,,NDA021292,,LEVOTHYROXINE SODIUM,,,To Be Discontinued,,Discontinuation of the manufacture of the drug,,9J765S329G,72305-100-90,888-899-7041,
"Somerset Therapeutics, LLC",ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Reverified,"EPIDURAL, INFILTRATION, PERINEURAL",Ropivacaine Hydrochloride Injection,"905189, 1734084, 1734090, 1734203, 1734207, 1734475, 1734483",,ffeadbbf-4ca6-4ed8-94c1-6e0adf7fbe64,08/19/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROPIVACAINE HYDROCHLORIDE,"70069-062, 70069-061, 70069-063, 70069-064, 70069-065, 70069-066, 70069-067","Somerset Therapeutics, LLC",5d7b0e44-19ce-4127-b3e8-d7e6e65f1818,"70069-061-01, 70069-061-25, 70069-061-10, 70069-062-01, 70069-062-25, 70069-062-10, 70069-063-01, 70069-063-25, 70069-064-01, 70069-064-10, 70069-064-25, 70069-065-01, 70069-065-25, 70069-066-01, 70069-066-25, 70069-066-10, 70069-067-01, 70069-067-25, 70069-067-10","Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-062-10)",Injection,Available,,ANDA207636,,ROPIVACAINE HYDROCHLORIDE,,,Current,,,,V910P86109,70069-062-10,732-554-1019,
Baxter Healthcare,WATER,,04/28/2023,Revised,IRRIGATION,Sterile Water Irrigant,150985,,ef3e79c5-3f58-4b36-a296-64b7d9a651c1,09/23/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",STERILE WATER,"0338-0004, 0338-0003",Baxter Healthcare Corporation,43dc7530-ed0a-4976-af2a-0d39a2532fb7,"0338-0003-44, 0338-0003-46, 0338-0003-47, 0338-0004-02, 0338-0004-03, 0338-0004-04, 0338-0004-05","Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-02)",Irrigant,Limited Availability,,NDA017428,,WATER,,,Current,Other,Estimated recovery: October 2025,,059QF0KO0R,0338-0004-02,888-229-0001,
Kindos Pharmaceuticals Co. Ltd.,BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL",Bupivacaine Hydrochloride Injection,"1724786, 1724787, 1724880, 1724884, 1725078, 1725082",,daec9ee4-b666-485e-a153-4b5e5acc48a1,08/19/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,BUPIVACAINE HYDROCHLORIDE,"71288-722, 71288-721, 71288-724, 71288-725, 71288-727, 71288-728",Meitheal Pharmaceuticals Inc,b085b86e-d32f-494e-8a4a-3080ff240109,"71288-721-11, 71288-722-32, 71288-724-11, 71288-725-32, 71288-727-11, 71288-728-32","Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-722-32)",Injection,Available,,ANDA216040,,BUPIVACAINE HYDROCHLORIDE,,,Current,,Meitheal Pharmaceuticals is distributor/labeler; product is available,,7TQO7W3VT8,71288-722-32,844-824-8426,
"Fresenius Kabi USA, LLC",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,"EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION",Bupivacaine Hydrochloride Injection,"1724880, 1724881, 1725078, 1725175, 1724884, 1724885, 1725082, 1725177, 1672917, 1672919, 1673296, 1673298, 1012391, 1012396, 1012404, 1012421, 1012455, 1012457",,"e700eb7b-8b14-49c9-96b2-331f18776e45, b6bfc04a-1868-4630-9ca1-8c027af97ce3, dcf3c0ad-9eb8-4ee7-96df-d0db7ff23175, eb6d8fee-def4-4c96-9972-695e8cea8ea8",09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,SENSORCAINE MPF,"63323-466, 63323-464, 63323-462, 63323-465, 63323-467, 63323-460","Fresenius Kabi USA, LLC","b41b5dbd-7aff-4d97-ac97-f4355393ee4e, d3ba9fb9-63c8-4597-bb0a-cd01d31a24b6, 13a48007-3784-46f2-bd4d-da1004186b81, 2b1a1f80-cb29-4ac1-9e72-20225ed45715","63323-464-01, 63323-464-17, 63323-466-03, 63323-466-17, 63323-464-08, 63323-464-38, 63323-466-08, 63323-466-38, 63323-462-03, 63323-462-38, 63323-464-09, 63323-464-39, 63323-466-09, 63323-466-39, 63323-465-01, 63323-465-57, 63323-467-01, 63323-467-57, 63323-460-01, 63323-460-37, 63323-464-02, 63323-464-37, 63323-464-03, 63323-464-31, 63323-466-01, 63323-466-37, 63323-466-02, 63323-466-31, 63323-462-04, 63323-462-17, 63323-462-01, 63323-462-37, 63323-462-02, 63323-462-31","Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-37)",Injection,Available,,"ANDA070553, NDA018304",,BUPIVACAINE HYDROCHLORIDE,,,Current,,Check wholesalers for inventory,,"7TQO7W3VT8, 30Q7KI53AK",63323-466-37,888-386-1300,
Torrent Pharma Inc.,,,06/13/2025,New,,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,,,,06/13/2025,,06/13/2025,Cardiovascular,,,,,,"Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil, Tablet, 5 mg; 12.5 mg; 40 mg (NDC 13668-386-30)",Tablet,,,,,,,,To Be Discontinued,,A business decision was made to discontinue manufacture of the product.,,,13668-386-30,908-280-3333,
"Hikma Pharmaceuticals USA, Inc.",KETOROLAC TROMETHAMINE,,06/06/2018,Revised,INTRAMUSCULAR,Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,0c2c75c9-ed7b-46a8-9543-429bf2d8f090,07/23/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"0641-6043, 0641-6042, 0641-6041",Hikma Pharmaceuticals USA Inc.,25d6c438-45d2-4162-91c2-b5caa0f86bf3,"0641-6043-01, 0641-6043-25, 0641-6042-01, 0641-6042-25, 0641-6041-01, 0641-6041-25","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6043-25)",Injection,Unavailable,,ANDA075772,,KETOROLAC TROMETHAMINE,,,Current,Other,Shortage recovery: TBD,,4EVE5946BQ,0641-6043-25,800-631-2174,
Baxter Healthcare,"CALCIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE",,10/11/2024,Reverified,INTRAVENOUS,Lactated Ringers Injection,847630,,dad7735c-709b-40ea-ab7a-15577e24a966,09/23/2025,HUMAN PRESCRIPTION DRUG,,"Endocrinology/Metabolism, Gastroenterology, Other",LACTATED RINGERS,0338-0117,Baxter Healthcare Company,a3c6770a-d279-4ea9-b8ed-5484be18121e,"0338-0117-02, 0338-0117-03, 0338-0117-04","Lactated Ringers, Injection, 250 mL bag, 36 count (NDC 0338-0117-02)",Injection,Available,,NDA016682,,"SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM LACTATE AND CALCIUM CHLORIDE",,,Current,,,,"M4I0D6VV5M, 660YQ98I10, 451W47IQ8X, TU7HW0W0QT",0338-0117-02,888-229-0001,
"Trigen Laboratories, LLC",METHYLPHENIDATE HYDROCHLORIDE,,07/26/2023,Reverified,ORAL,"Methylphenidate Hydrochloride Tablet, Extended Release","1091155, 1091170, 1091185, 1091210, 1995461",,c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f,09/04/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,METHYLPHENIDATE HYDROCHLORIDE,"13811-706, 13811-709, 13811-707, 13811-708, 13811-710","Trigen Laboratories, LLC",354443b1-a623-43b0-b984-f8de2f6c60b2,"13811-709-10, 13811-706-10, 13811-707-10, 13811-708-10, 13811-710-10, 13811-710-30","Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 13811-706-10)",Tablet,Limited Availability,,ANDA205327,,METHYLPHENIDATE HYDROCHLORIDE,,,Current,Demand increase for the drug,Allocation to current contracted customers,,4B3SC438HI,13811-706-10,800-541-4802,
"Lannett Company, Inc.","AMPHETAMINE ASPARTATE MONOHYDRATE, AMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, DEXTROAMPHETAMINE SULFATE",,10/12/2022,Reverified,ORAL,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","541363, 541878, 541892, 577957, 577961, 687043, 1009145",,f92497b5-baea-4760-b615-45a0b6184402,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","0527-0760, 0527-0761, 0527-0762, 0527-0763, 0527-0764, 0527-0765, 0527-0766","Lannett Company, Inc.",e0804f43-4685-4017-b839-3212d1167362,"0527-0760-37, 0527-0761-37, 0527-0762-37, 0527-0763-37, 0527-0764-37, 0527-0765-37, 0527-0766-37","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0527-0760-37)",Tablet,Available,,ANDA215565,,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",,,Current,,,,"O1ZPV620O4, 6DPV8NK46S, JJ768O327N, G83415V073",0527-0760-37,844-834-0530,
"Hospira, Inc., a Pfizer Company",SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807547, 1807631, 1807632, 1807633",,a2a964f7-c3ec-4dfb-e3a0-6d8136a80397,08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,"0409-7101, 0409-7132","Hospira, Inc.",9d75502b-257f-4a37-9a85-b98c4278c474,"0409-7101-68, 0409-7101-66, 0409-7101-69, 0409-7101-67, 0409-7101-04, 0409-7101-02, 0409-7132-68, 0409-7132-66, 0409-7132-69, 0409-7132-67, 0409-7132-04, 0409-7132-02","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (9%, 9mg/mL) (NDC 0409-7101-66)",Injection,,,NDA019465,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0409-7101-66,844-646-4398,
"Upsher-Smith Laboratories, LLC",TOPIRAMATE,Decreased Central Nervous System Disorganized Electrical Activity [PE],04/24/2025,New,ORAL,"Topiramate Capsule, Extended Release","1494766, 1494769, 1494771, 1494775, 1494778, 1494781, 1812419, 1812421, 1812425, 1812427",,46f54677-3a22-4c38-9b92-923020164e15,04/24/2025,HUMAN PRESCRIPTION DRUG,04/24/2025,Neurology,QUDEXY XR,"0245-1074, 0245-1071, 0245-1072, 0245-1075, 0245-1073","Upsher-Smith Laboratories, LLC",374eeb55-b017-48fd-e063-6294a90a6ad7,"0245-1071-30, 0245-1071-90, 0245-1072-30, 0245-1072-90, 0245-1074-30, 0245-1074-90, 0245-1075-30, 0245-1075-90, 0245-1073-30, 0245-1073-90","Qudexy XR, Capsule, Extended Release, 100 mg (NDC 0245-1074-30)","Capsule, Extended Release",,"N0000008486, N0000185506, N0000182140",NDA205122,,TOPIRAMATE,,,To Be Discontinued,,Upsher-Smith will continue to provide their generic Topiramate Extended-release Capsules.,,0H73WJJ391,0245-1074-30,716-315-2000,"Cytochrome P450 3A4 Inducers [MoA], Cytochrome P450 2C19 Inhibitors [MoA]"
Sandoz Inc.,CLINDAMYCIN,"Decreased Sebaceous Gland Activity [PE], Neuromuscular Blockade [PE]",03/21/2023,Reverified,INTRAVENOUS,Clindamycin Phosphate Injection,"309335, 309336",,80217bd6-2bc4-401c-9345-22532b36a24f,09/24/2025,HUMAN PRESCRIPTION DRUG,,Anti-Infective,CLINDAMYCIN IN 5 PERCENT DEXTROSE,"72572-076, 72572-074","Civica, Inc.",e40b6e7f-1d37-4d0a-ace3-e5accc461e02,"72572-074-01, 72572-074-24, 72572-076-01, 72572-076-24","Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 18 mg/1 mL (NDC 72572-076-24)",Injection,Available,"N0000009982, N0000175443, M0515779, N0000175731",ANDA201692,Lincosamides [CS],CLINDAMYCIN IN 5 PERCENT DEXTROSE,Lincosamide Antibacterial [EPC],,Current,,Civica Label,,3U02EL437C,72572-076-24,800-525-8747,
Baxter Healthcare,DEXTROSE MONOHYDRATE,,02/14/2022,Reverified,INTRAVENOUS,Dextrose Monohydrate 5% Injection,"1795477, 1795480, 1795481, 1795607, 1795609, 1795610, 1795612, 1795616, 1795618",,3bb406a9-f5cb-403a-b1bb-5c4facbea3d5,09/23/2025,HUMAN PRESCRIPTION DRUG,,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",DEXTROSE,"0338-0017, 0338-0023",Baxter Healthcare Corporation,31bb4a5f-733e-4354-9fbf-138dede4db0f,"0338-0017-10, 0338-0017-41, 0338-0017-11, 0338-0017-31, 0338-0017-48, 0338-0017-18, 0338-0017-38, 0338-0017-02, 0338-0017-03, 0338-0017-04, 0338-0023-02, 0338-0023-03, 0338-0023-04","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-10)",Injection,Available,,NDA016673,,DEXTROSE MONOHYDRATE,,,Current,,,,LX22YL083G,0338-0017-10,888-229-0001,
Janssen Pharmaceuticals,HALOPERIDOL DECANOATE,,04/07/2025,New,INTRAMUSCULAR,Haloperidol Decanoate Injection,"1719803, 1719847, 1719862, 1720026",,af0159a8-dff5-449a-aa2b-a0c430081e21,04/07/2025,HUMAN PRESCRIPTION DRUG,04/07/2025,Psychiatry,HALDOL DECANOATE,"50458-253, 50458-254","Janssen Pharmaceuticals, Inc.",2cf0430f-e455-8d17-e063-6394a90a5cd3,"50458-253-01, 50458-253-03, 50458-254-14","Haldol, Injection, 50 mg/1 mL (NDC 50458-253-03)",Injection,,,NDA018701,,HALOPERIDOL DECANOATE,,,To Be Discontinued,,Last batch expiration date 5/31/2025,,AC20PJ4101,50458-253-03,800-526-7736,
Alembic Pharmaceuticals,KETOROLAC TROMETHAMINE,,03/23/2018,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,419cf756-3c96-4bb8-ae96-6aea5a5f3afd,09/17/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"62332-600, 62332-599, 62332-601",Alembic Pharmaceuticals Inc.,9030f496-5021-4454-ac16-dbb376315608,"62332-599-01, 62332-599-25, 62332-600-01, 62332-600-25, 62332-601-02, 62332-601-25","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 62332-600-25)",Injection,Available,,ANDA214456,,KETOROLAC TROMETHAMINE,,,Current,,,,4EVE5946BQ,62332-600-25,908-393-9604,
"Assertio Specialty Pharmaceuticals, LLC",METHOTREXATE,,08/29/2025,New,SUBCUTANEOUS,Methotrexate Injection,"1441402, 1441407, 1441411, 1441413, 1441416, 1441418, 1441422, 1441424, 1747179, 1747181, 1747185, 1747187, 1747192, 1747194",,7dcd02d7-1ce0-43fc-8f25-2f0bb0caba2f,08/29/2025,HUMAN PRESCRIPTION DRUG,08/29/2025,Rheumatology,OTREXUP,"82497-020, 82497-010, 82497-012, 82497-015, 82497-017, 82497-022, 82497-025","Otter Pharmaceuticals, LLC",9aaba145-f343-4498-b754-fb7c78181bd7,"82497-010-02, 82497-010-04, 82497-012-02, 82497-012-04, 82497-015-02, 82497-015-04, 82497-017-02, 82497-017-04, 82497-020-02, 82497-020-04, 82497-022-02, 82497-022-04, 82497-025-02, 82497-025-04","Otrexup, Injection, 20 mg/.4 mL (NDC 82497-020-04)",Injection,,"N0000175584, N0000000111",NDA204824,,METHOTREXATE,Folate Analog Metabolic Inhibitor [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,YL5FZ2Y5U1,82497-020-04,224-441-6390,Folic Acid Metabolism Inhibitors [MoA]
Eugia US LLC,ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Revised,"EPIDURAL, PERINEURAL",Ropivacaine Hydrochloride Injection,"905189, 1734084, 1734090, 1734207, 1734347, 1734475, 1734483",,3763b7b6-da49-4658-b93d-28f5da24d09e,09/05/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROPIVACAINE HYDROCHLORIDE,"55150-199, 55150-195, 55150-196, 55150-197, 55150-198, 55150-200, 55150-201",Eugia US LLC,34725b26-d6e9-4d1b-95a0-da03764cc102,"55150-195-20, 55150-196-99, 55150-197-20, 55150-198-30, 55150-199-20, 55150-200-10, 55150-201-20","Ropivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 55150-199-20)",Injection,Unavailable,,ANDA205612,,ROPIVACAINE HYDROCHLORIDE,,,Current,Demand increase for the drug,On backorder. Recovery: TBD. Check wholesalers for inventory,,V910P86109,55150-199-20,888-238-7880,
